quality,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
6,5.90,0.200,0.23,1.50,0.037,38.0,93.0,0.99021,3.36,0.49,12
6,5.40,0.170,0.27,2.70,0.049,28.0,104.0,0.99224,3.46,0.55,10.3
6,6.10,0.210,0.30,6.30,0.039,47.0,136.0,0.99068,3.27,0.31,12.7
5,7.30,0.250,0.26,7.20,0.048,52.0,207.0,0.99587,3.12,0.37,9.2
5,7.30,0.250,0.26,7.20,0.048,52.0,207.0,0.99587,3.12,0.37,9.2
6,6.20,0.220,0.30,12.40,0.054,108.0,152.0,0.99728,3.10,0.47,9.5
6,6.50,0.270,0.19,6.60,0.045,98.0,175.0,0.99364,3.16,0.34,10.1
6,6.50,0.270,0.19,6.60,0.045,98.0,175.0,0.99364,3.16,0.34,10.1
7,6.60,0.390,0.22,4.00,0.038,17.0,98.0,0.99018,3.25,0.53,13
6,6.00,0.310,0.38,4.80,0.040,41.0,101.0,0.98968,3.24,0.56,13.1
6,8.40,0.230,0.32,1.30,0.048,59.0,113.0,0.99178,3.10,0.55,11
5,7.30,0.250,0.26,7.20,0.048,52.0,207.0,0.99587,3.12,0.37,9.2
6,6.00,0.220,0.25,11.10,0.056,112.0,177.0,0.9961,3.08,0.36,9.4
6,6.20,0.220,0.30,12.40,0.054,108.0,152.0,0.99728,3.10,0.47,9.5
6,6.10,0.230,0.27,9.80,0.055,74.0,134.0,0.99534,3.16,0.40,10.2
6,6.50,0.270,0.19,6.60,0.045,98.0,175.0,0.99364,3.16,0.34,10.1
4,7.30,0.360,0.54,13.30,0.054,63.0,193.0,0.99864,3.06,0.49,8.6
5,7.60,0.370,0.51,11.70,0.094,58.0,181.0,0.99776,2.91,0.51,9
5,6.70,0.260,0.51,8.00,0.062,50.0,194.0,0.99545,3.13,0.50,9.6
7,7.40,0.220,0.27,1.60,0.057,45.0,98.0,0.99299,3.29,0.44,9.9
5,6.10,0.220,0.28,16.55,0.059,54.0,135.0,0.99665,3.20,0.38,10.5
5,7.10,0.280,0.31,1.50,0.053,20.0,98.0,0.99069,3.15,0.50,11.4
5,6.50,0.350,0.31,10.20,0.069,58.0,170.0,0.99692,3.18,0.49,9.4
4,6.80,0.730,0.20,6.60,0.054,25.0,65.0,0.99324,3.12,0.28,11.1
6,6.00,0.280,0.24,17.80,0.047,42.0,111.0,0.99896,3.10,0.45,8.9
6,6.00,0.280,0.24,17.80,0.047,42.0,111.0,0.99896,3.10,0.45,8.9
5,7.10,0.200,0.37,1.50,0.049,28.0,129.0,0.99226,3.15,0.52,10.8
6,6.80,0.330,0.31,7.40,0.045,34.0,143.0,0.99226,3.06,0.55,12.2
6,6.00,0.280,0.24,17.80,0.047,42.0,111.0,0.99896,3.10,0.45,8.9
6,7.20,0.240,0.36,2.00,0.029,21.0,63.0,0.99076,3.13,0.63,12.5
6,6.80,0.330,0.31,7.40,0.045,34.0,143.0,0.99226,3.06,0.55,12.2
6,7.20,0.240,0.36,2.00,0.029,21.0,63.0,0.99076,3.13,0.63,12.5
6,6.00,0.280,0.24,17.80,0.047,42.0,111.0,0.99896,3.10,0.45,8.9
6,6.20,0.270,0.26,12.10,0.046,43.0,127.0,0.9951,3.16,0.37,10.8
6,6.40,0.380,0.26,8.20,0.043,28.0,98.0,0.99234,2.99,0.31,11.4
5,7.10,0.200,0.37,1.50,0.049,28.0,129.0,0.99226,3.15,0.52,10.8
5,6.00,0.210,0.30,8.70,0.036,47.0,127.0,0.99368,3.18,0.39,10.6
5,7.00,0.340,0.10,3.50,0.044,17.0,63.0,0.9937,3.01,0.39,9.2
6,5.90,0.435,0.16,6.40,0.031,21.0,134.0,0.99151,3.24,0.46,12.2
6,7.00,0.250,0.33,2.10,0.021,17.0,76.0,0.99021,3.26,0.45,12.3
6,6.70,0.260,0.29,7.70,0.038,40.0,179.0,0.99479,3.23,0.56,10.4
6,7.00,0.240,0.30,12.30,0.035,72.0,172.0,0.9954,2.99,0.57,10.4
7,8.50,0.230,0.34,1.30,0.035,54.0,110.0,0.99176,3.07,0.55,11
5,6.00,0.210,0.30,8.70,0.036,47.0,127.0,0.99368,3.18,0.39,10.6
5,7.00,0.340,0.10,3.50,0.044,17.0,63.0,0.9937,3.01,0.39,9.2
4,4.80,0.650,0.12,1.10,0.013,4.0,10.0,0.99246,3.32,0.36,13.5
6,6.10,0.220,0.38,2.80,0.144,12.0,65.0,0.9908,2.95,0.64,11.4
6,5.80,0.270,0.26,3.50,0.071,26.0,69.0,0.98994,3.10,0.38,11.5
7,5.00,0.455,0.18,1.90,0.036,33.0,106.0,0.98746,3.21,0.83,14
7,6.50,0.330,0.30,3.80,0.036,34.0,88.0,0.99028,3.25,0.63,12.5
7,6.50,0.330,0.30,3.80,0.036,34.0,88.0,0.99028,3.25,0.63,12.5
7,6.70,0.310,0.30,2.40,0.038,30.0,83.0,0.98867,3.09,0.36,12.8
7,6.20,0.390,0.24,4.80,0.037,45.0,138.0,0.99174,3.23,0.43,11.2
7,6.20,0.390,0.24,4.80,0.037,45.0,138.0,0.99174,3.23,0.43,11.2
6,7.10,0.370,0.30,6.20,0.040,49.0,139.0,0.99021,3.17,0.27,13.6
6,7.20,0.230,0.82,1.30,0.149,70.0,109.0,0.99304,2.93,0.42,9.2
7,6.50,0.330,0.30,3.80,0.036,34.0,88.0,0.99028,3.25,0.63,12.5
6,7.20,0.250,0.32,1.50,0.054,24.0,105.0,0.99154,3.17,0.48,11.1
7,6.20,0.390,0.24,4.80,0.037,45.0,138.0,0.99174,3.23,0.43,11.2
7,4.70,0.455,0.18,1.90,0.036,33.0,106.0,0.98746,3.21,0.83,14
6,7.10,0.370,0.30,6.20,0.040,49.0,139.0,0.99021,3.17,0.27,13.6
5,6.20,0.280,0.51,7.90,0.056,49.0,206.0,0.9956,3.18,0.52,9.4
7,6.40,0.350,0.28,1.60,0.037,31.0,113.0,0.98779,3.12,0.40,14.2
6,6.60,0.310,0.28,1.40,0.035,28.0,107.0,0.98836,3.00,0.40,13.2
6,7.40,0.250,0.37,2.60,0.050,24.0,132.0,0.99138,3.04,0.53,11.2
5,7.30,0.360,0.34,14.80,0.057,46.0,173.0,0.99751,3.14,0.57,10.2
7,6.70,0.310,0.30,2.40,0.038,30.0,83.0,0.98867,3.09,0.36,12.8
5,8.60,0.310,0.30,0.90,0.045,16.0,109.0,0.99249,2.95,0.39,10.1
5,8.60,0.310,0.30,0.90,0.045,16.0,109.0,0.99249,2.95,0.39,10.1
5,8.60,0.220,0.33,1.20,0.031,38.0,95.0,0.99239,2.83,0.31,10.3
6,6.90,0.140,0.29,9.90,0.056,30.0,91.0,0.99512,3.19,0.33,9.9
5,6.50,0.220,0.31,3.90,0.046,17.0,106.0,0.99098,3.15,0.31,11.5
5,6.60,0.320,0.47,15.60,0.063,27.0,173.0,0.99872,3.18,0.56,9
5,6.60,0.320,0.47,15.60,0.063,27.0,173.0,0.99872,3.18,0.56,9
6,6.10,0.280,0.26,1.50,0.030,25.0,101.0,0.98894,3.03,0.41,12.1
6,6.20,0.300,0.28,1.60,0.036,28.0,106.0,0.988245,3.14,0.41,13.3
8,6.90,0.220,0.28,7.80,0.050,43.0,116.0,0.99326,3.22,0.60,11.5
4,8.70,0.310,0.21,5.60,0.039,28.0,67.0,0.99328,2.96,0.52,11
6,7.30,0.270,0.30,1.30,0.040,26.0,84.0,0.99222,3.28,0.53,10.7
5,7.00,0.460,0.20,16.70,0.046,50.0,184.0,0.99898,3.08,0.56,9.4
6,5.70,0.230,0.25,7.95,0.042,16.0,108.0,0.99486,3.44,0.61,10.3
5,6.50,0.360,0.36,6.70,0.185,51.5,151.0,0.99528,3.17,0.42,9.3
6,8.20,0.180,0.38,1.10,0.040,41.0,92.0,0.99062,2.88,0.60,12
6,6.20,0.270,0.32,6.30,0.048,47.0,159.0,0.99282,3.21,0.60,11
5,6.90,0.400,0.37,8.90,0.053,36.0,148.0,0.996,3.16,0.50,9.3
5,4.90,0.345,0.34,1.00,0.068,32.0,143.0,0.99138,3.24,0.40,10.1
6,7.20,0.230,0.39,1.50,0.053,26.0,106.0,0.99166,3.18,0.47,11.1
6,6.40,0.200,0.15,6.60,0.046,26.0,113.0,0.99408,2.99,0.58,9.9
6,6.10,0.270,0.32,6.20,0.048,47.0,161.0,0.99281,3.22,0.60,11
6,6.20,0.270,0.32,6.30,0.048,47.0,159.0,0.99282,3.21,0.60,11
6,6.00,0.300,0.33,2.10,0.042,31.0,127.0,0.98964,3.32,0.42,12.5
7,6.10,0.300,0.32,2.20,0.042,41.0,142.0,0.98952,3.31,0.44,12.7
5,5.70,0.140,0.30,5.40,0.045,26.0,105.0,0.99469,3.32,0.45,9.3
5,6.90,0.400,0.37,8.90,0.053,36.0,148.0,0.996,3.16,0.50,9.3
5,4.90,0.345,0.34,1.00,0.068,32.0,143.0,0.99138,3.24,0.40,10.1
5,6.30,0.330,0.20,17.90,0.066,36.0,161.0,0.9991,3.14,0.51,8.8
6,7.00,0.160,0.30,2.60,0.043,34.0,90.0,0.99047,2.88,0.47,11.2
7,8.40,0.220,0.30,1.30,0.038,45.0,122.0,0.99178,3.13,0.54,10.8
5,6.30,0.330,0.20,17.90,0.066,36.0,161.0,0.9991,3.14,0.51,8.8
6,7.00,0.160,0.30,2.60,0.043,34.0,90.0,0.99047,2.88,0.47,11.2
5,5.40,0.240,0.18,2.30,0.050,22.0,145.0,0.99207,3.24,0.46,10.3
5,7.70,0.310,0.36,4.30,0.026,15.0,87.0,0.99152,3.11,0.48,12
6,5.60,0.185,0.19,7.10,0.048,36.0,110.0,0.99438,3.26,0.41,9.5
6,5.60,0.185,0.19,7.10,0.048,36.0,110.0,0.99438,3.26,0.41,9.5
6,6.60,0.430,0.24,11.90,0.040,54.0,159.0,0.99622,3.14,0.54,9.8
5,7.60,0.390,0.46,11.70,0.084,55.0,170.0,0.99773,2.91,0.51,9
7,7.20,0.580,0.27,5.80,0.032,40.0,118.0,0.99088,3.17,0.53,13
7,6.00,0.340,0.32,3.80,0.044,13.0,116.0,0.99108,3.39,0.44,11.8
5,7.50,0.350,0.48,12.40,0.056,61.0,176.5,0.99803,2.97,0.52,8.8
4,7.30,0.380,0.23,6.50,0.050,18.0,102.0,0.99304,3.10,0.55,11.2
6,5.40,0.185,0.19,7.10,0.048,36.0,110.0,0.99438,3.26,0.41,9.5
4,6.30,0.270,0.51,7.60,0.049,35.0,200.0,0.99548,3.16,0.54,9.4
6,6.50,0.290,0.52,7.90,0.049,35.0,192.0,0.99551,3.16,0.51,9.5
6,6.40,0.170,0.30,2.80,0.034,33.0,125.0,0.99152,3.03,0.49,10.4
7,6.70,0.180,0.31,10.60,0.035,42.0,143.0,0.99572,3.08,0.49,9.8
6,6.40,0.170,0.30,2.80,0.034,33.0,125.0,0.99152,3.03,0.49,10.4
6,6.80,0.370,0.67,1.50,0.175,16.0,98.0,0.99244,3.06,0.56,10.3
4,6.30,0.270,0.51,7.60,0.049,35.0,200.0,0.99548,3.16,0.54,9.4
6,6.50,0.290,0.52,7.90,0.049,35.0,192.0,0.99551,3.16,0.51,9.5
7,6.10,0.240,0.26,1.70,0.033,61.0,134.0,0.9903,3.19,0.81,11.9
7,7.00,0.320,0.29,7.60,0.025,35.0,124.0,0.99162,3.15,0.65,12.8
6,6.90,0.270,0.25,7.50,0.030,18.0,117.0,0.99116,3.09,0.38,13
7,6.50,0.290,0.53,1.70,0.040,41.0,192.0,0.9922,3.26,0.59,10.4
6,6.50,0.290,0.52,1.70,0.034,41.0,193.0,0.99223,3.25,0.59,10.4
5,6.10,0.220,0.25,12.10,0.035,54.0,135.0,0.99481,3.21,0.40,10.7
7,6.30,0.220,0.27,4.50,0.036,81.0,157.0,0.9928,3.05,0.76,10.7
7,6.10,0.240,0.26,1.70,0.033,61.0,134.0,0.9903,3.19,0.81,11.9
6,5.60,0.230,0.25,8.00,0.043,31.0,101.0,0.99429,3.19,0.42,10.4
7,7.00,0.320,0.29,7.60,0.025,35.0,124.0,0.99162,3.15,0.65,12.8
6,6.80,0.110,0.27,8.60,0.044,45.0,104.0,0.99454,3.20,0.37,9.9
6,6.80,0.110,0.27,8.60,0.044,45.0,104.0,0.99454,3.20,0.37,9.9
6,7.30,0.230,0.41,14.60,0.048,73.0,223.0,0.99863,3.16,0.71,9.4
6,6.10,0.200,0.17,1.60,0.048,46.0,129.0,0.991,3.30,0.43,11.4
6,6.80,0.110,0.27,8.60,0.044,45.0,104.0,0.99454,3.20,0.37,9.9
6,7.30,0.230,0.41,14.60,0.048,73.0,223.0,0.99863,3.16,0.71,9.4
5,6.90,0.200,0.41,1.10,0.060,36.0,104.0,0.99317,2.99,0.39,9.2
7,6.70,0.190,0.32,3.70,0.041,26.0,76.0,0.99173,2.90,0.57,10.5
7,6.70,0.280,0.34,8.90,0.048,32.0,111.0,0.99455,3.25,0.54,11
7,6.70,0.280,0.34,8.90,0.048,32.0,111.0,0.99455,3.25,0.54,11
5,8.00,0.370,0.31,4.70,0.038,3.0,127.0,0.99186,2.90,0.72,12.1
7,6.70,0.280,0.34,8.90,0.048,32.0,111.0,0.99455,3.25,0.54,11
7,6.00,0.260,0.29,3.10,0.041,37.0,144.0,0.98944,3.22,0.39,12.8
6,6.40,0.240,0.49,5.80,0.053,25.0,120.0,0.9942,3.01,0.98,10.5
6,6.40,0.240,0.49,5.80,0.053,25.0,120.0,0.9942,3.01,0.98,10.5
6,6.40,0.240,0.49,5.80,0.053,25.0,120.0,0.9942,3.01,0.98,10.5
5,6.40,0.250,0.57,1.00,0.062,21.0,122.0,0.99238,3.00,0.40,9.5
6,6.10,0.250,0.48,15.80,0.052,25.0,94.0,0.99782,3.07,0.45,9.2
6,6.80,0.140,0.35,1.50,0.047,40.0,117.0,0.99111,3.07,0.72,11.1
7,6.50,0.380,0.26,5.20,0.042,33.0,112.0,0.99067,3.06,0.50,12.3
6,6.80,0.140,0.35,1.50,0.047,40.0,117.0,0.99111,3.07,0.72,11.1
6,5.40,0.150,0.32,2.50,0.037,10.0,51.0,0.98878,3.04,0.58,12.6
5,6.40,0.250,0.57,1.00,0.062,21.0,122.0,0.99238,3.00,0.40,9.5
6,6.10,0.250,0.48,15.80,0.052,25.0,94.0,0.99782,3.07,0.45,9.2
6,6.80,0.220,0.32,5.90,0.054,40.0,152.0,0.9938,3.20,0.57,10.8
6,7.20,0.210,0.29,3.10,0.044,39.0,122.0,0.99143,3.00,0.60,11.3
7,6.00,0.260,0.29,3.10,0.041,37.0,144.0,0.98944,3.22,0.39,12.8
6,6.40,0.240,0.49,5.80,0.053,25.0,120.0,0.9942,3.01,0.98,10.5
6,6.50,0.460,0.24,11.50,0.051,56.0,171.0,0.99588,3.08,0.56,9.8
6,6.50,0.180,0.48,18.00,0.054,56.0,183.0,1.00038,2.98,0.61,8.5
5,6.20,0.320,0.12,4.80,0.054,6.0,97.0,0.99424,3.16,0.50,9.3
5,7.20,0.400,0.24,8.50,0.055,45.0,151.0,0.99626,3.20,0.52,9.2
6,5.90,0.230,0.24,1.60,0.037,32.0,115.0,0.99076,3.21,0.51,11.4
6,6.40,0.180,0.48,18.00,0.054,56.0,183.0,1.00038,2.98,0.61,8.5
5,6.20,0.320,0.12,4.80,0.054,6.0,97.0,0.99424,3.16,0.50,9.3
4,6.40,0.370,0.12,5.90,0.056,6.0,91.0,0.99536,3.06,0.46,8.4
5,7.00,0.230,0.42,1.10,0.062,35.0,100.0,0.99318,3.04,0.40,9.2
5,7.20,0.400,0.24,8.50,0.055,45.0,151.0,0.99626,3.20,0.52,9.2
6,7.60,0.190,0.37,13.10,0.033,52.0,151.0,0.99726,3.18,0.79,10.4
6,6.00,0.280,0.27,4.10,0.046,50.0,147.0,0.99126,3.27,0.56,11.6
6,6.20,0.320,0.45,2.90,0.029,37.0,94.0,0.98998,3.25,0.60,12.4
6,7.60,0.190,0.37,13.10,0.033,52.0,151.0,0.99726,3.18,0.79,10.4
5,6.40,0.260,0.26,1.10,0.052,22.0,176.0,0.99304,3.09,0.54,9.3
6,5.90,0.250,0.27,1.50,0.029,37.0,81.0,0.9892,3.20,0.46,12.2
6,6.10,0.280,0.30,7.75,0.031,33.0,139.0,0.99296,3.22,0.46,11
5,6.90,0.190,0.38,1.15,0.023,30.0,105.0,0.99047,3.11,0.38,11.4
5,6.40,0.290,0.57,1.00,0.060,15.0,120.0,0.9924,3.06,0.41,9.5
5,6.80,0.270,0.22,17.80,0.034,16.0,116.0,0.9989,3.07,0.53,9.2
6,7.50,0.260,0.38,5.70,0.021,23.0,125.0,0.99338,3.13,0.62,11.1
5,6.80,0.270,0.22,17.80,0.034,16.0,116.0,0.9989,3.07,0.53,9.2
6,6.40,0.200,0.22,7.40,0.032,53.0,172.0,0.99404,3.24,0.58,11
5,7.30,0.330,0.22,1.40,0.041,40.0,177.0,0.99287,3.14,0.48,9.9
5,7.30,0.340,0.22,1.40,0.044,43.0,176.0,0.99286,3.14,0.46,9.9
5,6.40,0.290,0.57,1.00,0.060,15.0,120.0,0.9924,3.06,0.41,9.5
4,6.10,1.100,0.16,4.40,0.033,8.0,109.0,0.99058,3.35,0.47,12.4
5,6.30,0.240,0.29,1.60,0.052,48.0,185.0,0.9934,3.21,0.50,9.4
5,6.20,0.240,0.22,7.90,0.053,45.0,149.0,0.99545,3.23,0.52,9.3
7,7.40,0.160,0.27,15.50,0.050,25.0,135.0,0.9984,2.90,0.43,8.7
7,7.40,0.160,0.27,15.50,0.050,25.0,135.0,0.9984,2.90,0.43,8.7
7,7.40,0.160,0.27,15.50,0.050,25.0,135.0,0.9984,2.90,0.43,8.7
7,7.40,0.160,0.27,15.50,0.050,25.0,135.0,0.9984,2.90,0.43,8.7
7,7.20,0.170,0.28,17.55,0.050,33.0,154.0,0.99971,2.94,0.43,9
6,6.90,0.190,0.35,13.50,0.038,49.0,118.0,0.99546,3.00,0.63,10.7
6,6.90,0.190,0.35,13.50,0.038,49.0,118.0,0.99546,3.00,0.63,10.7
6,6.80,0.160,0.36,1.30,0.034,32.0,98.0,0.99058,3.02,0.58,11.3
7,7.40,0.160,0.27,15.50,0.050,25.0,135.0,0.9984,2.90,0.43,8.7
6,6.80,0.300,0.27,11.60,0.028,22.0,97.0,0.99314,2.96,0.38,11.7
5,6.20,0.240,0.22,7.90,0.053,45.0,149.0,0.99545,3.23,0.52,9.3
7,7.40,0.160,0.27,15.50,0.050,25.0,135.0,0.9984,2.90,0.43,8.7
7,7.20,0.170,0.28,17.55,0.050,33.0,154.0,0.99971,2.94,0.43,9
6,6.80,0.300,0.27,11.60,0.028,22.0,97.0,0.99314,2.96,0.38,11.7
5,6.50,0.430,0.18,13.15,0.032,25.0,131.0,0.99565,3.23,0.51,10.7
6,6.60,0.170,0.36,1.90,0.036,38.0,110.0,0.99056,3.05,0.54,11.4
6,6.90,0.190,0.35,13.50,0.038,49.0,118.0,0.99546,3.00,0.63,10.7
6,6.80,0.160,0.36,1.30,0.034,32.0,98.0,0.99058,3.02,0.58,11.3
5,6.40,0.410,0.01,6.10,0.048,20.0,70.0,0.99362,3.19,0.42,10
5,6.40,0.410,0.01,6.10,0.048,20.0,70.0,0.99362,3.19,0.42,10
6,7.40,0.360,0.32,1.90,0.036,27.0,119.0,0.99196,3.15,0.49,11.2
5,6.10,0.170,0.21,1.90,0.090,44.0,130.0,0.99255,3.07,0.41,9.7
5,5.50,0.280,0.21,1.60,0.032,23.0,85.0,0.99027,3.42,0.42,12.5
8,6.60,0.500,0.26,11.30,0.029,32.0,110.0,0.99302,3.27,0.78,12.9
6,7.10,0.440,0.27,8.40,0.057,60.0,160.0,0.99257,3.16,0.36,11.8
5,6.90,0.380,0.28,8.30,0.062,22.0,166.0,0.99506,3.16,0.72,10.6
6,7.10,0.440,0.27,8.40,0.057,60.0,160.0,0.99257,3.16,0.36,11.8
6,6.20,0.240,0.28,12.20,0.049,54.0,133.0,0.9952,3.19,0.37,10.7
5,6.10,0.280,0.27,8.00,0.048,41.0,162.0,0.99498,3.21,0.51,9.9
6,7.60,0.260,0.32,1.30,0.048,23.0,76.0,0.9903,2.96,0.46,12
7,7.50,0.160,0.38,12.70,0.043,70.5,163.0,0.99706,3.15,0.82,10.4
5,6.50,0.360,0.16,1.30,0.054,11.0,107.0,0.99398,3.19,0.39,8.5
4,6.60,0.350,0.19,10.50,0.060,15.0,82.0,0.99588,3.13,0.38,9.9
6,5.70,0.250,0.26,12.50,0.049,52.5,120.0,0.99691,3.08,0.45,9.4
5,7.40,0.370,0.26,9.60,0.050,33.0,134.0,0.99608,3.13,0.46,10.4
6,5.70,0.250,0.21,1.50,0.044,21.0,108.0,0.99142,3.30,0.59,11
6,5.80,0.230,0.21,1.50,0.044,21.0,110.0,0.99138,3.30,0.57,11
6,5.40,0.265,0.28,7.80,0.052,27.0,91.0,0.99432,3.19,0.38,10.4
6,5.70,0.250,0.27,10.80,0.050,58.0,116.0,0.99592,3.10,0.50,9.8
6,5.70,0.250,0.26,12.50,0.049,52.5,106.0,0.99691,3.08,0.45,9.4
6,5.90,0.230,0.28,8.60,0.046,37.0,142.0,0.99432,3.23,0.53,10.6
5,6.20,0.300,0.32,1.20,0.052,32.0,185.0,0.99266,3.28,0.44,10.1
8,6.50,0.330,0.24,14.50,0.048,20.0,96.0,0.99456,3.06,0.30,11.5
6,7.40,0.260,0.29,3.70,0.048,14.0,73.0,0.9915,3.06,0.45,11.4
6,7.00,0.200,0.40,1.10,0.058,30.0,93.0,0.99322,3.03,0.38,9.2
6,6.50,0.210,0.42,1.10,0.059,33.0,101.0,0.9927,3.12,0.38,9.7
6,7.30,0.250,0.27,3.80,0.047,16.0,79.0,0.99173,3.07,0.46,11.3
6,6.80,0.270,0.24,4.60,0.098,36.0,127.0,0.99412,3.15,0.49,9.6
6,6.70,0.240,0.30,10.20,0.070,44.0,179.0,0.99666,2.86,0.46,8.9
6,6.40,0.140,0.28,7.90,0.057,21.0,82.0,0.99425,3.26,0.36,10
6,6.40,0.500,0.20,2.40,0.059,19.0,112.0,0.99314,3.18,0.40,9.2
6,6.60,0.410,0.27,10.70,0.110,20.0,103.0,0.99672,3.08,0.41,9
7,6.40,0.250,0.28,4.90,0.030,29.0,98.0,0.99024,3.09,0.58,12.8
6,6.60,0.410,0.27,10.70,0.110,20.0,103.0,0.99672,3.08,0.41,9
5,8.00,0.250,0.35,1.10,0.054,13.0,136.0,0.99366,3.08,0.55,9.5
6,6.40,0.140,0.28,7.90,0.057,21.0,82.0,0.99425,3.26,0.36,10
5,6.60,0.210,0.34,5.60,0.046,30.0,140.0,0.99299,3.22,0.38,11
6,6.40,0.500,0.20,2.40,0.059,19.0,112.0,0.99314,3.18,0.40,9.2
6,6.30,0.290,0.23,14.20,0.037,24.0,99.0,0.99528,3.08,0.38,10.6
5,6.90,0.370,0.23,9.50,0.057,54.0,166.0,0.99568,3.23,0.42,10
5,6.90,0.370,0.23,9.50,0.057,54.0,166.0,0.99568,3.23,0.42,10
7,5.70,0.310,0.28,4.10,0.030,22.0,86.0,0.99062,3.31,0.38,11.7
7,6.90,0.450,0.27,4.70,0.035,17.0,80.0,0.99058,3.12,0.36,12.5
7,6.90,0.300,0.45,1.40,0.039,36.0,122.0,0.99059,3.07,0.47,11.1
5,5.30,0.230,0.56,0.90,0.041,46.0,141.0,0.99119,3.16,0.62,9.7
6,6.80,0.300,0.26,20.30,0.037,45.0,150.0,0.99727,3.04,0.38,12.3
6,6.70,0.280,0.42,3.50,0.035,43.0,105.0,0.99021,3.18,0.38,12.2
6,5.00,0.255,0.22,2.70,0.043,46.0,153.0,0.99238,3.75,0.76,11.3
5,7.60,0.400,0.27,1.20,0.053,23.0,193.0,0.99164,3.22,0.38,11.6
6,5.50,0.210,0.25,1.20,0.040,18.0,75.0,0.99006,3.31,0.56,11.3
6,6.00,0.200,0.25,2.00,0.041,30.0,95.0,0.99078,3.27,0.56,11.1
6,6.10,0.170,0.29,1.10,0.041,32.0,92.0,0.99036,3.26,0.57,11.2
6,7.50,0.210,0.29,1.50,0.046,35.0,107.0,0.99123,3.15,0.45,11.3
6,7.30,0.260,0.32,1.20,0.041,29.0,94.0,0.98978,3.07,0.45,12
6,6.20,0.350,0.20,18.10,0.069,33.0,158.0,0.99908,3.15,0.50,8.8
6,6.20,0.350,0.20,18.10,0.069,33.0,158.0,0.99908,3.15,0.50,8.8
8,6.50,0.430,0.31,3.60,0.046,19.0,143.0,0.99022,3.15,0.34,12
7,6.50,0.400,0.31,3.50,0.046,22.0,147.0,0.99024,3.15,0.31,12
5,7.40,0.280,0.50,12.10,0.049,48.0,122.0,0.9973,3.01,0.44,9
6,6.30,0.230,0.22,17.45,0.054,42.0,151.0,0.99853,3.12,0.60,9.3
6,6.20,0.340,0.25,12.10,0.059,33.0,171.0,0.99769,3.14,0.56,8.7
6,6.60,0.440,0.32,3.00,0.095,13.0,75.0,0.98954,3.10,0.63,12.8
7,6.00,0.130,0.36,1.60,0.052,23.0,72.0,0.98974,3.10,0.50,11.5
5,6.30,0.170,0.23,5.70,0.048,44.0,147.0,0.99382,3.08,0.54,10
5,6.30,0.180,0.22,5.60,0.047,45.0,147.0,0.99383,3.09,0.54,10
5,6.70,0.310,0.34,6.80,0.059,51.0,215.0,0.99538,3.33,0.56,10.3
5,6.60,0.330,0.32,15.60,0.054,62.0,227.0,0.99734,3.25,0.56,10.4
7,6.30,0.340,0.31,6.00,0.020,18.0,68.0,0.98981,3.22,0.29,13.4
6,6.80,0.290,0.32,1.80,0.032,18.0,130.0,0.99095,3.05,0.62,11.2
5,7.40,0.310,0.26,8.60,0.048,47.0,206.0,0.9964,3.26,0.36,9.1
5,7.40,0.310,0.26,8.60,0.048,47.0,206.0,0.9964,3.26,0.36,9.1
6,5.70,0.250,0.27,11.50,0.040,24.0,120.0,0.99411,3.33,0.31,10.8
6,6.80,0.270,0.28,7.80,0.038,26.0,89.0,0.9915,3.24,0.34,12.5
5,5.90,0.260,0.24,2.40,0.046,27.0,132.0,0.99234,3.63,0.73,11.3
6,5.90,0.650,0.23,5.00,0.035,20.0,128.0,0.99016,3.46,0.48,12.8
5,7.40,0.310,0.26,8.60,0.048,47.0,206.0,0.9964,3.26,0.36,9.1
6,6.60,0.230,0.32,1.50,0.041,8.0,72.0,0.98949,3.22,0.39,12.7
7,6.80,0.180,0.35,5.40,0.054,53.0,143.0,0.99287,3.10,0.54,11
6,6.80,0.280,0.29,11.90,0.052,51.0,149.0,0.99544,3.02,0.58,10.4
6,6.80,0.280,0.29,11.90,0.052,51.0,149.0,0.99544,3.02,0.58,10.4
6,5.90,0.270,0.27,9.00,0.051,43.0,136.0,0.9941,3.25,0.53,10.7
6,6.10,0.250,0.28,10.00,0.055,56.0,131.0,0.994,3.22,0.35,10.9
6,6.80,0.280,0.29,11.90,0.052,51.0,149.0,0.99544,3.02,0.58,10.4
6,6.80,0.260,0.29,11.90,0.052,54.0,160.0,0.99546,3.03,0.58,10.4
7,7.10,0.130,0.29,15.50,0.064,56.0,115.5,0.99737,3.16,0.41,9.7
7,6.80,0.180,0.35,5.40,0.054,53.0,143.0,0.99287,3.10,0.54,11
6,6.20,0.200,0.25,15.00,0.055,8.0,120.0,0.99767,3.19,0.53,9.6
7,5.80,0.240,0.28,1.40,0.038,40.0,76.0,0.98711,3.10,0.29,13.9
5,7.60,0.480,0.31,9.40,0.046,6.0,194.0,0.99714,3.07,0.61,9.4
6,7.40,0.260,0.32,3.70,0.032,29.0,193.0,0.99134,3.10,0.67,12.5
6,6.20,0.200,0.25,15.00,0.055,8.0,120.0,0.99767,3.19,0.53,9.6
5,6.10,0.300,0.47,1.40,0.049,50.0,187.0,0.9927,3.19,0.45,9.5
